ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location,Zip Codes,2010 Census Neighborhoods,2010 Census Wards Precincts
3210 102 013015,3210,102,1943 CLIFTON AVE,01/30/2015,Mondawmin,Western,7,"(39.31170369, -76.64949192)",27301,157,39
3459 053 112517,3459,053,2304 CALLOW AVE,11/25/2017,Reservoir Hill,Central,7,"(39.31384276, -76.63171658)",27301,210,17
1516 014 071017,1516,014,1350 N WASHINGTON ST,07/10/2017,Broadway East,Eastern,13,"(39.30647606, -76.59031819)",26956,23,148
7191 044 102917,7191,044,4706 CURTIS AVE,10/29/2017,Curtis Bay,Southern,10,"(39.22358776, -76.58693275)",27939,61,37
0009 031 120508,0009,031,1707 WESTWOOD AVE,12/05/2008,Sandtown-Winchester,Western,7,"(39.30868472, -76.64521986)",27301,221,22
0275 135 110805,0275,135,1803 WILHELM ST,11/08/2005,Carrollton Ridge,Southern,9,"(39.28361807, -76.64536383)",27632,36,9
4595 017 091010,4595,017,4907 REISTERSTOWN ROAD,09/10/2010,Langston Hughes,Northwestern,6,"(39.34241792, -76.67802714)",27295,135,239
0007 055 010808,0007,055,1730 APPLETON ST,01/08/2008,Easterwood,Western,7,"(39.30848989, -76.64920747)",27301,74,25
6287 042 062816,6287,042,114 S EATON ST,06/28/2016,Baltimore Highlands,Southeastern,2,"(39.29077464, -76.56578177)",27935,8,140
4163A048 112417,4163A,048,1695 DARLEY AVE,11/24/2017,Darley Park,Eastern,12,"(39.31452826, -76.5940161)",26956,63,155
1474 015J 073107,1474,015J,1620 N MILTON AVE,07/31/2007,Broadway East,Eastern,13,"(39.30948271, -76.58320646)",26956,23,148
2510 028 062819,2510,028,710 KEVIN ROAD,06/28/2019,Rognel Heights,Southwestern,8,"(39.29611133, -76.68709104)",27950,213,54
3938 021 071114,3938,021,1905 E 28TH ST,07/11/2014,Coldstream Homestead Montebello,Notheastern,14,"(39.32366051, -76.58882355)",27307,54,189
3204 011 083116,3204,011,2220 W NORTH AVE,08/31/2016,Mondawmin,Western,7,"(39.30992213, -76.65344508)",27297,157,39
3208 046 022818,3208,046,1807 WALBROOK AVE,02/28/2018,Mondawmin,Western,7,"(39.31070987, -76.64715457)",27301,157,39
0298 016 032819,0298,016,535 CUMBERLAND ST,03/28/2019,Druid Heights,Central,7,"(39.30937485, -76.6411896)",27301,66,98
1451 021 063016,1451,021,2235 E NORTH AVE,06/30/2016,Broadway East,Eastern,12,"(39.31226657, -76.58633681)",26956,23,155
3422 018 051519,3422,018,2304 MADISON AVE,05/15/2019,Reservoir Hill,Central,7,"(39.31160267, -76.63726786)",27301,210,18
7136 013C 050719,7136,013C,4121 DORIS AVE,05/07/2019,Brooklyn,Southern,10,"(39.22915851, -76.60333092)",27937,26,142
1486 017 061616,1486,017,1533 N MILTON AVE,06/16/2016,Berea,Eastern,13,"(39.30868407, -76.58266254)",26956,15,152
0087 003 121207,0087,003,1504 W LANVALE ST,12/12/2007,Harlem Park,Western,9,"(39.29796105, -76.64173452)",27301,106,88
2243C039K 052319,2243C,039K,25 S MORLEY ST,05/23/2019,Saint Josephs,Southwestern,8,"(39.28603715, -76.6744121)",27950,167,74
1122 037 062608,1122,037,1525 HOLBROOK ST,06/26/2008,Oliver,Eastern,12,"(39.30767859, -76.60293524)",13645,180,193
4595 008 090417,4595,008,3712 OAKMONT AVE,09/04/2017,Langston Hughes,Northwestern,6,"(39.34282918, -76.67769064)",27295,135,239
8333 002 072415,8333,002,5505 GWYNN OAK AVE,07/24/2015,Howard Park,Northwestern,8,"(39.32817277, -76.70805039)",13995,118,56
4178F012 103118,4178F,012,3323 ELMORA AVE,10/31/2018,Four By Four,Notheastern,13,"(39.31572754, -76.57645613)",26956,276,194
2484 017 062014,2484,017,3432 EDMONDSON AVE,06/20/2014,Edgewood,Southwestern,8,"(39.29431002, -76.67525542)",27950,269,284
1621 065 071709,1621,065,714 N DUNCAN ST,07/17/2009,Middle East,Eastern,13,"(39.29925728, -76.58740059)",13987,152,125
1392 001 120118,1392,001,105 S CENTRAL AVE,12/01/2018,Washington Hill,Southeastern,12,"(39.28986351, -76.59920587)",13645,249,111
0320 049 103107,0320,049,1902 DIVISION ST,10/31/2007,Upton,Central,11,"(39.30594598, -76.63592358)",27301,242,99
0696 103 112116,0696,103,2219 CHRISTIAN ST,11/21/2016,Carrollton Ridge,Southwestern,9,"(39.28095904, -76.65150273)",27632,36,279
3032 021 111717,3032,021,2920 WINDSOR AVE,11/17/2017,Walbrook,Southwestern,7,"(39.3125132, -76.66722273)",27297,246,46
0233 035 011615,0233,035,1224 W LOMBARD ST,01/16/2015,Hollins Market,Southern,9,"(39.28676722, -76.63744646)",27632,114,7
1537 053 093005,1537,053,1219 N MONTFORD AVE,09/30/2005,Broadway East,Eastern,13,"(39.30516248, -76.58385911)",26956,23,153
4606 019 083007,4606,019,4701 BEAUFORT AVE,08/30/2007,Central Park Heights,Northwestern,6,"(39.34348558, -76.6735308)",27295,43,239
2402 054 050913,2402,054,1706 ASHBURTON ST,05/09/2013,Coppin Heights/Ash-Co-East,Western,7,"(39.3075623, -76.66244617)",27297,56,41
1125 079 121608,1125,079,1520 N SPRING ST,12/16/2008,Oliver,Eastern,12,"(39.30793986, -76.5991535)",26956,180,193
7643 016 062014,7643,016,2731 ROUND ROAD,06/20/2014,Cherry Hill,Southern,10,"(39.24789172, -76.62797063)",27937,47,147
0313 014 062508,0313,014,525 BLOOM ST,06/25/2008,Upton,Central,11,"(39.30725573, -76.63734924)",27301,242,99
0190 085 012813,0190,085,2124 W FAIRMOUNT AVE,01/28/2013,Penrose/Fayette Street Outreach,Western,9,"(39.28884302, -76.65088605)",27632,197,79
0194 015 031418,0194,015,25 N FULTON AVE,03/14/2018,Franklin Square,Western,9,"(39.28898472, -76.64495378)",27632,84,10
4983G001 111118,4983G,001,5437 SPRINGLAKE WAY,11/11/2018,Homeland,Northern,4,"(39.36415397, -76.6172732)",14009,116,256
3952 053 121418,3952,053,1912 E 28TH ST,12/14/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32408221, -76.58918228)",27307,54,189
0125 039 011305,0125,039,531 N CALHOUN ST,01/13/2005,Harlem Park,Western,9,"(39.29492745, -76.63959548)",27632,106,53
7644 054 061617,7644,054,2853 BOOKERT DR,06/16/2017,Cherry Hill,Southern,10,"(39.24638744, -76.62663806)",27937,47,147
3347D031 091108,3347D,031,2629 QUANTICO AVE,09/11/2008,Greenspring,Northern,6,"(39.33741853, -76.66219837)",27295,96,70
0699 075 102015,0699,075,1934 CHRISTIAN ST,10/20/2015,Carrollton Ridge,Southern,9,"(39.28254464, -76.6477205)",27632,36,279
6274 026 090518,6274,026,3518 E BALTIMORE ST,09/05/2018,Baltimore Highlands,Southeastern,1,"(39.29274808, -76.56790183)",27935,8,129
0377 004 121815,0377,004,1406 MCCULLOH ST,12/18/2015,Upton,Central,11,"(39.30338256, -76.62925556)",27301,242,101
1592 013 081214,1592,013,2524 E EAGER ST,08/12/2014,Milton-Montford,Eastern,13,"(39.30203786, -76.58178787)",13987,155,125
2323 032 053019,2323,032,1604 N SMALLWOOD ST,05/30/2019,Coppin Heights/Ash-Co-East,Western,7,"(39.30662189, -76.65280103)",27297,56,25
4179E110 092617,4179E,110,3508 CLIFTMONT AVE,09/26/2017,Belair-Edison,Notheastern,13,"(39.3195245, -76.56563548)",26956,275,199
1458 052 112607,1458,052,1922 E LANVALE ST,11/26/2007,Broadway East,Eastern,12,"(39.30993613, -76.59081914)",26956,23,154
4010G004 071114,4010G,004,2225 AISQUITH ST,07/11/2014,East Baltimore Midway,Eastern,12,"(39.31481967, -76.60035225)",27307,73,156
3212 027 080806,3212,027,2007 N SMALLWOOD ST,08/08/2006,Mondawmin,Western,7,"(39.31115278, -76.6525525)",27301,157,39
1144 009 051914,1144,009,1317 VALLEY ST,05/19/2014,Johnston Square,Eastern,12,"(39.30553362, -76.60488848)",13645,124,193
2171 030 021119,2171,030,2565 W BALTIMORE ST,02/11/2019,Shipley Hill,Southwestern,9,"(39.28739724, -76.65785599)",27632,225,78
1643 061 120413,1643,061,605 N BELNORD AVE,12/04/2013,McElderry Park,Southeastern,13,"(39.29807202, -76.57851621)",13987,141,124
0115 043 060216,0115,043,1002 EDMONDSON AVE,06/02/2016,Harlem Park,Western,9,"(39.29579261, -76.63440002)",27301,106,53
7441A011 112713,7441A,011,2251 SIDNEY AVE,11/27/2013,Westport,Southern,10,"(39.26297957, -76.632719)",27953,258,151
0066 027 032419,0066,027,1017 N CARROLLTON AVE,03/24/2019,Sandtown-Winchester,Western,9,"(39.30078923, -76.63714766)",27301,221,15
6159 018 030419,6159,018,412 N EAST AVE,03/04/2019,Ellwood Park/Monument,Southeastern,13,"(39.29654108, -76.57235249)",27935,78,128
3244 038 123117,3244,038,2916 PARKWOOD AVE,12/31/2017,Parkview/Woodbrook,Western,7,"(39.31594434, -76.6472836)",27301,190,19
1590 069 041119,1590,069,2300 ASHLAND AVE,04/11/2019,Milton-Montford,Eastern,13,"(39.3010544, -76.58482199)",13987,155,125
1468 050 052907,1468,050,1610 N WASHINGTON ST,05/29/2007,Broadway East,Eastern,12,"(39.30900251, -76.59047835)",26956,23,154
4526 006 111709,4526,006,5313 BEAUFORT AVE,11/17/2009,Arlington,Northwestern,5,"(39.34926223, -76.68234079)",27295,5,244
1126 048 122618,1126,048,1516 N BOND ST,12/26/2018,Oliver,Eastern,12,"(39.30782823, -76.59705383)",26956,180,154
0820 072 011819,0820,072,1125 WICOMICO ST,01/18/2019,Washington Village/Pigtown,Southern,10,"(39.27933337, -76.62907005)",27953,250,178
0121 009 080816,0121,009,526 N MOUNT ST,08/08/2016,Harlem Park,Western,9,"(39.29455377, -76.64437315)",27632,106,88
2113 060 091807,2113,060,3116 WILKENS AVE,09/18/2007,Gwynns Falls,Southwestern,10,"(39.27562478, -76.66680983)",27632,100,164
2486 041 112015,2486,041,3612 EDMONDSON AVE,11/20/2015,Edgewood,Southwestern,8,"(39.29421013, -76.67782806)",27950,269,284
4166 055 011218,4166,055,1636 NORMAL AVE,01/12/2018,Darley Park,Eastern,14,"(39.31592115, -76.59450247)",26956,63,198
7065 023A 042418,7065,023A,616 ANNABEL AVE,04/24/2018,Brooklyn,Southern,10,"(39.23737271, -76.60072675)",27937,26,143
4167 013 112417,4167,013,2026 E NORTH AVE,11/24/2017,South Clifton Park,Eastern,12,"(39.31262702, -76.58922442)",26956,226,155
0122 031 102116,0122,031,1625 EDMONDSON AVE,10/21/2016,Harlem Park,Western,9,"(39.29506612, -76.64363066)",27632,106,88
2544 001 120205,2544,001,200 S AUGUSTA AVE,12/02/2005,Irvington,Southwestern,8,"(39.2832785, -76.68511299)",27950,122,74
2176 070 060112,2176,070,2530 W PRATT ST,06/01/2012,Shipley Hill,Southwestern,9,"(39.28491216, -76.65687264)",27632,225,78
0175 010 021910,0175,010,2119 W LEXINGTON ST,02/19/2010,Penrose/Fayette Street Outreach,Western,9,"(39.29024338, -76.65075408)",27632,197,80
0002 047 032819,0002,047,1813 N PAYSON ST,03/28/2019,Easterwood,Western,7,"(39.30907753, -76.64958667)",27301,74,25
1447 027 070116,1447,027,1811 E NORTH AVE,07/01/2016,Broadway East,Eastern,12,"(39.31197737, -76.59265038)",26956,23,155
0050 088 022608,0050,088,1814 RIGGS AVE,02/26/2008,Sandtown-Winchester,Western,9,"(39.30112083, -76.64702648)",27301,221,86
1505 009 051308,1505,009,2516 E HOFFMAN ST,05/13/2008,Berea,Eastern,13,"(39.30709369, -76.58216094)",26956,15,152
1149A037 010708,1149A,037,1308 N SPRING ST,01/07/2008,Oliver,Eastern,12,"(39.30560246, -76.59900285)",26956,180,193
4137 060 031814,4137,060,2806 THE ALAMEDA,03/18/2014,Coldstream Homestead Montebello,Notheastern,14,"(39.323402, -76.59351837)",27307,54,189
1102 041 121107,1102,041,1808 N BROADWAY,12/11/2007,Oliver,Eastern,12,"(39.31091615, -76.59544061)",26956,180,155
2380 020 051515,2380,020,2846 RAYNER AVE,05/15/2015,Mosher,Western,9,"(39.29652855, -76.66398008)",27297,163,233
0272 048 052419,0272,048,2116 RAMSAY ST,05/24/2019,Carrollton Ridge,Southwestern,9,"(39.28314925, -76.65054957)",27632,36,279
3210 003 071907,3210,003,1904 WALBROOK AVE,07/19/2007,Mondawmin,Western,7,"(39.31105342, -76.64849775)",27301,157,39
4602 020F 010718,4602,020F,3709 OAKMONT AVE,01/07/2018,Central Park Heights,Northwestern,6,"(39.34314707, -76.67696244)",27295,43,239
0061 050 122017,0061,050,1005 N MOUNT ST,12/20/2017,Sandtown-Winchester,Western,9,"(39.30011878, -76.64416975)",27301,221,86
0055B029 102116,0055B,029,1156 N CAREY ST,10/21/2016,Sandtown-Winchester,Western,9,"(39.30233425, -76.63914628)",27301,221,15
3342A013 030712,3342A,013,2461 SHIRLEY AVE,03/07/2012,Greenspring,Northern,6,"(39.33562347, -76.65879718)",27295,96,71
6270 023 020218,6270,023,3516 E FAYETTE ST,02/02/2018,Baltimore Highlands,Southeastern,1,"(39.2951505, -76.56831098)",27935,8,129
1157 051 052510,1157,051,1227 VALLEY ST,05/25/2010,Johnston Square,Eastern,12,"(39.30476824, -76.60479994)",13645,124,107
2113 019 071015,2113,019,3111 STRICKLAND ST,07/10/2015,Gwynns Falls,Southwestern,10,"(39.27729993, -76.66861756)",27950,100,282
0083 058 010511,0083,058,1915 W LAFAYETTE AVE,01/05/2011,Midtown-Edmondson,Western,9,"(39.29851874, -76.6479868)",27301,153,87
0288 067 092507,0288,067,446 FURROW ST,09/25/2007,Carrollton Ridge,Southwestern,9,"(39.28197637, -76.65199863)",27632,36,279
4163 010 030607,4163,010,2147 HARFORD ROAD,03/06/2007,Darley Park,Eastern,14,"(39.31495517, -76.59686194)",26956,63,198
2741A029 032814,2741A,029,3822 FAIRVIEW AVE,03/28/2014,Concerned Citizens Of Forest Park,Northwestern,6,"(39.32403714, -76.68319649)",27297,55,50
0121 062 032910,0121,062,1714 W FRANKLIN ST,03/29/2010,Harlem Park,Western,9,"(39.29412326, -76.64456646)",27632,106,88
0271 108 121406,0271,108,2221 MCHENRY ST,12/14/2006,Carrollton Ridge,Southwestern,9,"(39.2838602, -76.65202157)",27632,36,279
3804 008 102006,3804,008,430 E NORTH AVE,10/20/2006,Barclay,Eastern,12,"(39.31168874, -76.61000201)",13645,10,160
1517 056 110607,1517,056,2019 E HOFFMAN ST,11/06/2007,Broadway East,Eastern,13,"(39.30643407, -76.58950068)",26956,23,148
4010C027 060409,4010C,027,2231 AIKEN ST,06/04/2009,East Baltimore Midway,Eastern,12,"(39.31570246, -76.5984294)",27307,73,156
2424B037 110118,2424B,037,3025 PRESBURY ST,11/01/2018,Rosemont,Southwestern,9,"(39.30691744, -76.66863763)",27297,216,81
4132 053 052019,4132,053,1551 ABBOTSTON ST,05/20/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.32313356, -76.59526349)",27307,54,189
1169 018 031418,1169,018,1116 HOMEWOOD AVE,03/14/2018,Johnston Square,Eastern,12,"(39.30321587, -76.60675325)",13645,124,104
2109 055 050619,2109,055,530 S CATHERINE ST,05/06/2019,Millhill,Southwestern,9,"(39.28010456, -76.65399509)",27632,154,279
0055C048 120317,0055C,048,1134 N CARROLLTON AVE,12/03/2017,Sandtown-Winchester,Western,9,"(39.30195907, -76.63771515)",27301,221,15
2938 048 120415,2938,048,3923 BELLE AVE,12/04/2015,Callaway-Garrison,Northwestern,6,"(39.33298584, -76.68167628)",27295,28,69
3416 042 031019,3416,042,2337 DRUID HILL AVE,03/10/2019,Penn North,Western,7,"(39.31127423, -76.63877222)",27301,195,18
4074 014 012012,4074,014,3000 FRISBY ST,01/20/2012,Better Waverly,Northern,14,"(39.32468578, -76.60808859)",27307,16,181
3347 031 123108,3347,031,2525 OSWEGO AVE,12/31/2008,Greenspring,Northern,6,"(39.33657313, -76.65995947)",27295,96,71
1639 038 010918,1639,038,610 N MONTFORD AVE,01/09/2018,McElderry Park,Southeastern,13,"(39.2982033, -76.58393832)",13987,141,125
1517 050 083117,1517,050,2007 E HOFFMAN ST,08/31/2017,Broadway East,Eastern,13,"(39.30642198, -76.5897907)",26956,23,148
2153 070 082010,2153,070,29 GORMAN AVE,08/20/2010,Penrose/Fayette Street Outreach,Western,9,"(39.2887355, -76.65344093)",27632,197,78
5659 050 090118,5659,050,6409 BROOK AVE,09/01/2018,Rosemont East,Notheastern,2,"(39.35379253, -76.53525782)",13991,217,264
0073 045 011917,0073,045,1712 W LAFAYETTE AVE,01/19/2017,Sandtown-Winchester,Western,9,"(39.29903802, -76.64484089)",27301,221,86
0206 019 121307,0206,019,2036 HOLLINS ST,12/13/2007,Boyd-Booth,Southwestern,9,"(39.28722589, -76.6496499)",27632,4,79
4527 040 022912,4527,040,5301 DENMORE AVE,02/29/2012,Arlington,Northwestern,5,"(39.34954766, -76.68025398)",27295,5,244
1454 026 082118,1454,026,1810 N MILTON AVE,08/21/2018,Broadway East,Eastern,13,"(39.31162965, -76.58334442)",26956,23,277
3403 065 042418,3403,065,1561 RICHLAND ST,04/24/2018,Penn North,Western,7,"(39.31315044, -76.64526173)",27301,195,19
3504E008 052316,3504E,008,3003 ELM AVE,05/23/2016,Hampden,Northern,14,"(39.32396961, -76.63072535)",14006,102,14
1448 110 091214,1448,110,1821 N CHAPEL ST,09/12/2014,Broadway East,Eastern,12,"(39.31150845, -76.59089812)",26956,23,155
0279 049 031017,0279,049,338 S STRICKER ST,03/10/2017,New Southwest/Mount Clare,Southern,9,"(39.28360667, -76.64092855)",27632,159,9
0059 082 010418,0059,082,1006 MCKEAN AVE,01/04/2018,Sandtown-Winchester,Western,9,"(39.30030573, -76.6470306)",27301,221,86
2409A022 110118,2409A,022,2915 BRIGHTON ST,11/01/2018,Northwest Community Action,Southwestern,9,"(39.30503446, -76.66655732)",27297,166,82
0114 021 022217,0114,021,631 N CARROLLTON AVE,02/22/2017,Harlem Park,Western,9,"(39.29632973, -76.63685606)",27301,106,53
0003 014 042412,0003,014,1826 N FULTON AVE,04/24/2012,Sandtown-Winchester,Western,7,"(39.30946968, -76.64674564)",27301,221,25
4606 043 030319,4606,043,4716 WILERN AVE,03/03/2019,Central Park Heights,Northwestern,6,"(39.3443114, -76.67365175)",27295,43,239
1606 069 012012,1606,069,808 N MADEIRA ST,01/20/2012,Middle East,Eastern,13,"(39.30021711, -76.58619243)",13987,152,125
4178J030 112617,4178J,030,3414 ELMORA AVE,11/26/2017,Four By Four,Notheastern,13,"(39.31606357, -76.57533221)",26956,276,194
1556 015 051107,1556,015,1129 N MILTON AVE,05/11/2007,Biddle Street,Eastern,13,"(39.30432522, -76.58234953)",26956,19,153
1521 044 021711,1521,044,1310 N LUZERNE AVE,02/17/2011,Berea,Eastern,13,"(39.30617659, -76.58159225)",26956,15,152
0222 090 080516,0222,090,2100 FREDERICK AVE,08/05/2016,Boyd-Booth,Southwestern,9,"(39.28587274, -76.65012503)",27632,4,78
3165 010 072915,3165,010,3722 TOWANDA AVE,07/29/2015,Park Circle,Northwestern,6,"(39.33032784, -76.66309619)",27295,187,72
8221 014 123018,8221,014,4203 GROVELAND AVE,12/30/2018,West Arlington,Northwestern,6,"(39.3404597, -76.69015552)",27295,252,63
2164 011 102414,2164,011,24 N WHEELER AVE,10/24/2014,Penrose/Fayette Street Outreach,Western,9,"(39.28869932, -76.65459662)",27632,197,78
0271 008 102917,0271,008,314 S SMALLWOOD ST,10/29/2017,Carrollton Ridge,Southwestern,9,"(39.28372017, -76.65145643)",27632,36,279
3814 041 020917,3814,041,2114 GREENMOUNT AVE,02/09/2017,Barclay,Eastern,12,"(39.31393458, -76.60976327)",27307,10,160
0118 021 051515,0118,021,541 N PULASKI ST,05/15/2015,Midtown-Edmondson,Western,9,"(39.2945892, -76.65018719)",27632,153,87
3404 004 110504,3404,004,2506 WOODBROOK AVE,11/05/2004,Penn North,Western,7,"(39.31204016, -76.64334896)",27301,195,19
1454 007 050206,1454,007,2412 E LAFAYETTE AVE,05/02/2006,Broadway East,Eastern,13,"(39.31126682, -76.58404626)",26956,23,277
1594 003 072211,1594,003,2704 ASHLAND AVE,07/22/2011,Madison-Eastend,Eastern,13,"(39.30126813, -76.5793674)",13987,145,124
4747B024 050817,4747B,024,2844 W GARRISON AVE,05/08/2017,Cylburn,Northern,6,"(39.34995759, -76.6674848)",27295,60,242
2377C011 121517,2377C,011,2720 EDMONDSON AVE,12/15/2017,Mosher,Western,9,"(39.29476913, -76.66204172)",27297,163,233
1145 058 011408,1145,058,1317 ENSOR ST,01/14/2008,Oliver,Eastern,12,"(39.30560566, -76.60338246)",13645,180,193
4178A031 082918,4178A,031,3160 RAVENWOOD AVE,08/29/2018,Four By Four,Notheastern,13,"(39.31546178, -76.57903151)",26956,276,194
3165 008 052311,3165,008,3718 TOWANDA AVE,05/23/2011,Park Circle,Northwestern,6,"(39.33022869, -76.66302073)",27295,187,72
0058 058 061897,0058,058,1018 N MONROE ST,06/18/1997,Midtown-Edmondson,Western,9,"(39.30049561, -76.6478758)",27301,153,86
3213 016A 031418,3213,016A,2232 WALBROOK AVE,03/14/2018,Mondawmin,Western,7,"(39.310912, -76.65376362)",27297,157,39
0145 010 042006,0145,010,318 N PULASKI ST,04/20/2006,Penrose/Fayette Street Outreach,Western,9,"(39.2923213, -76.65054496)",27632,197,80
5267O478 052319,5267O,478,1514 BURNWOOD ROAD,05/23/2019,Perring Loch,Notheastern,3,"(39.35408552, -76.588418)",28564,199,228
2491 008 021115,2491,008,4114 EDMONDSON AVE,02/11/2015,Edmondson Village,Southwestern,8,"(39.29396776, -76.68473873)",27950,76,278
1626 083 121817,1626,083,723 N GLOVER ST,12/18/2017,Madison-Eastend,Eastern,13,"(39.2996324, -76.58003619)",13987,145,125
1659 087 082511,1659,087,505 N STREEPER ST,08/25/2011,McElderry Park,Southeastern,13,"(39.29731911, -76.57704777)",13987,141,124
0317 021 040419,0317,021,339 BLOOM ST,04/04/2019,Madison Park,Central,11,"(39.30955645, -76.63424607)",27301,144,99
3185 078 030714,3185,078,2814 BOARMAN AVE,03/07/2014,Towanda-Grantley,Northwestern,6,"(39.33790783, -76.66834137)",27295,232,283
1474 056 032612,1474,056,1605 N MONTFORD AVE,03/26/2012,Broadway East,Eastern,13,"(39.30935497, -76.58411836)",26956,23,148
1464 008 102011,1464,008,2415 E LAFAYETTE AVE,10/20/2011,Broadway East,Eastern,13,"(39.31089581, -76.58397191)",26956,23,277
1463 082 042006,1463,082,1714 N BRADFORD ST,04/20/2006,Broadway East,Eastern,13,"(39.31030778, -76.58527208)",26956,23,277
0411 041 110904,0411,041,762 DOLPHIN ST,11/09/2004,Upton,Central,11,"(39.29727519, -76.63299448)",27301,242,90
0179 007 042919,0179,007,1713 W LEXINGTON ST,04/29/2019,Franklin Square,Western,9,"(39.29044427, -76.64443027)",27632,84,10
1109 048 033019,1109,048,1720 N BROADWAY,03/30/2019,Oliver,Eastern,12,"(39.31009437, -76.59540465)",26956,180,154
2475C004 011013,2475C,004,3006 W LANVALE ST,01/10/2013,Franklintown Road,Southwestern,9,"(39.29725187, -76.6674243)",27297,86,83
2205 084 013114,2205,084,2416 W FRANKLIN ST,01/31/2014,Rosemont Homeowners/Tenants,Western,9,"(39.293653, -76.6553989)",27632,218,84
3240 012 092217,3240,012,2515 REISTERSTOWN ROAD,09/22/2017,Parkview/Woodbrook,Western,7,"(39.31737577, -76.65082746)",27301,190,21
2385 069 033017,2385,069,802 N DUKELAND ST,03/30/2017,Mosher,Western,9,"(39.29753051, -76.66304305)",27297,163,233
2377D063 111016,2377D,063,2658 HARLEM AVE,11/10/2016,Mosher,Western,9,"(39.29577396, -76.6612608)",27297,163,233
1215 033 071013,1215,033,1628 ASHLAND AVE,07/10/2013,Gay Street,Eastern,12,"(39.30064075, -76.59532518)",13987,88,127
0084 058 041008,0084,058,1824 W LANVALE ST,04/10/2008,Harlem Park,Western,9,"(39.29777502, -76.64691212)",27301,106,88
1135 012 061814,1135,012,1426 N EDEN ST,06/18/2014,Oliver,Eastern,12,"(39.30684955, -76.5999656)",26956,180,193
6289 062 011519,6289,062,3405 MOUNT PLEASANT AVE,01/15/2019,Baltimore Highlands,Southeastern,1,"(39.29067944, -76.568641)",27935,8,129
0275 015 071518,0275,015,328 S FULTON AVE,07/15/2018,Carrollton Ridge,Southern,9,"(39.28356666, -76.64517335)",27632,36,9
1145 027 022908,1145,027,1326 AISQUITH ST,02/29/2008,Oliver,Eastern,12,"(39.30561439, -76.60249325)",13645,180,193
0014 041 013114,0014,041,1625 MCKEAN AVE,01/31/2014,Sandtown-Winchester,Western,7,"(39.30720739, -76.6469218)",27301,221,36
4609 045 071217,4609,045,3613 MANCHESTER AVE,07/12/2017,Central Park Heights,Northwestern,6,"(39.34351438, -76.67570131)",27295,43,239
1674 091 012717,1674,091,413 N GLOVER ST,01/27/2017,McElderry Park,Southeastern,13,"(39.29625662, -76.57982269)",27935,141,123
4543A006 021819,4543A,006,5211 LINDEN HEIGHTS AVE,02/18/2019,Woodmere,Northwestern,5,"(39.34431149, -76.6835211)",27295,263,244
1508 014 030519,1508,014,1427 KENHILL AVE,03/05/2019,Berea,Eastern,13,"(39.3079045, -76.57739694)",26956,15,152
2394 030 111717,2394,030,2829 RIGGS AVE,11/17/2017,Mosher,Western,9,"(39.30005921, -76.66437097)",27297,163,48
2320 007 032119,2320,007,1613 MORELAND AVE,03/21/2019,Coppin Heights/Ash-Co-East,Western,7,"(39.30675905, -76.65552257)",27297,56,29
0711 033 042414,0711,033,545 S MONROE ST,04/24/2014,Carrollton Ridge,Southern,9,"(39.28119248, -76.64624839)",27632,36,9
5137K104 082517,5137K,104,1125 HOLLEN ROAD,08/25/2017,Glen Oaks,Northern,4,"(39.36978565, -76.59576223)",28564,92,270
1454 064 090208,1454,064,1810 N PORT ST,09/02/2008,Broadway East,Eastern,13,"(39.31159866, -76.58400017)",26956,23,277
0304 032 053117,0304,032,2225 DRUID HILL AVE,05/31/2017,Druid Heights,Central,7,"(39.30964974, -76.63769494)",27301,66,98
2230F044 121214,2230F,044,42 N ELLAMONT ST,12/12/2014,Carroll-South Hilton,Southwestern,9,"(39.28683281, -76.67067006)",27950,35,76
3206 041 071608,3206,041,2011 WALBROOK AVE,07/16/2008,Mondawmin,Western,7,"(39.31059503, -76.65062708)",27301,157,39
1459 084 071618,1459,084,1723 N WASHINGTON ST,07/16/2018,Broadway East,Eastern,12,"(39.31032179, -76.59002174)",26956,23,154
4120 027 030806,4120,027,1611 GORSUCH AVE,03/08/2006,Coldstream Homestead Montebello,Notheastern,14,"(39.3214613, -76.59546276)",27307,54,159
1610 029 071015,1610,029,2623 ASHLAND AVE,07/10/2015,Madison-Eastend,Eastern,13,"(39.30085745, -76.58017643)",13987,145,124
3185 076 011312,3185,076,2818 BOARMAN AVE,01/13/2012,Towanda-Grantley,Northwestern,6,"(39.3378543, -76.66848063)",27295,232,283
4137 040 112318,4137,040,2823 KIRK AVE,11/23/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.3244518, -76.59535643)",27307,54,189
2201 060 010816,2201,060,2319 LAURETTA AVE,01/08/2016,Rosemont Homeowners/Tenants,Western,9,"(39.29394185, -76.6537748)",27632,218,84
0001 043 041806,0001,043,1819 N PULASKI ST,04/18/2006,Easterwood,Western,7,"(39.3091383, -76.65101541)",27301,74,25
3206 039 070705,3206,039,2015 WALBROOK AVE,07/07/2005,Mondawmin,Western,7,"(39.31059148, -76.65072593)",27301,157,39
1653 026 040718,1653,026,518 N PATTERSON PARK AVE,04/07/2018,CARE,Eastern,13,"(39.29707027, -76.58535911)",13987,274,125
