ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location,Zip Codes,2010 Census Neighborhoods,2010 Census Wards Precincts
0087 035 013117,0087,035,831 N GILMOR ST,01/31/2017,Harlem Park,Western,9,"(39.29874702, -76.64264473)",27301,106,88
1500 012 031517,1500,012,2129 E OLIVER ST,03/15/2017,Broadway East,Eastern,13,"(39.30757817, -76.58755749)",26956,23,148
7261 028 100917,7261,028,1622 PLUM ST,10/09/2017,Curtis Bay,Southern,10,"(39.22863324, -76.58755892)",27939,61,37
1108 009 061507,1108,009,1717 N CAROLINE ST,06/15/2007,Oliver,Eastern,12,"(39.30993, -76.59805001)",26956,180,154
7092 023 022618,7092,023,3705 4TH ST,02/26/2018,Brooklyn,Southern,10,"(39.23554447, -76.60594427)",27937,26,142
3312 020 062405,3312,020,4052 PARK HEIGHTS AVE,06/24/2005,Central Park Heights,Northwestern,6,"(39.33556247, -76.66371004)",27295,43,70
2451 064 122704,2451,064,3121 BRIGHTON ST,12/27/2004,Rosemont,Southwestern,9,"(39.304906, -76.67006154)",27297,216,81
3203 055 110209,3203,055,1920 N BENTALOU ST,11/02/2009,Mondawmin,Western,7,"(39.31052704, -76.65439893)",27297,157,39
0294 071 031511,0294,071,2410 N STOCKTON ST,03/15/2011,Penn North,Western,7,"(39.30918745, -76.64251055)",27301,195,22
0452 071 111004,0452,071,822 EDMONDSON AVE,11/10/2004,Upton,Central,11,"(39.29633607, -76.63173616)",13642,242,89
3232A016 032818,3232A,016,2307 OREM AVE,03/28/2018,Parkview/Woodbrook,Western,7,"(39.31643711, -76.64666286)",27301,190,19
1670 057 081116,1670,057,400 N PATTERSON PARK AVE,08/11/2016,CARE,Eastern,13,"(39.29561241, -76.58519981)",27954,274,122
3938 008 021419,3938,008,2715 HUGO AVE,02/14/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.32339469, -76.58893808)",27307,54,189
5641 009 111018,5641,009,3514 ROYSTON AVE,11/10/2018,Westfield,Notheastern,2,"(39.35609285, -76.54534385)",13991,256,264
0252 003 050619,0252,003,945 W LOMBARD ST,05/06/2019,Hollins Market,Southern,9,"(39.28659737, -76.63341947)",27632,114,7
0074 035 102116,0074,035,918 N GILMOR ST,10/21/2016,Sandtown-Winchester,Western,9,"(39.29938941, -76.6432325)",27301,221,86
4010N021 092713,4010N,021,2314 GARRETT AVE,09/27/2013,East Baltimore Midway,Eastern,12,"(39.31691505, -76.60112581)",27307,73,156
0204 071 110504,0204,071,2219 BOOTH ST,11/05/2004,Boyd-Booth,Southwestern,9,"(39.28729815, -76.65224419)",27632,4,78
3208 007 011408,3208,007,1812 W NORTH AVE,01/14/2008,Mondawmin,Western,7,"(39.31009745, -76.64693578)",27301,157,39
1099A011 042911,1099A,011,1806 HOPE ST,04/29/2011,Oliver,Eastern,12,"(39.310759, -76.60207371)",13645,180,193
4575 017 022706,4575,017,3707 W BELVEDERE AVE,02/27/2006,Langston Hughes,Northwestern,6,"(39.34589184, -76.6801839)",27295,135,240
3003 073 032619,3003,073,3021 HERBERT ST,03/26/2019,Walbrook,Southwestern,7,"(39.30951593, -76.66860355)",27297,246,43
1531 013 062311,1531,013,1824 E BIDDLE ST,06/23/2011,Broadway East,Eastern,12,"(39.30459913, -76.59183592)",26956,23,100
2404 047 042607,2404,047,1627 ASHBURTON ST,04/26/2007,Coppin Heights/Ash-Co-East,Western,7,"(39.30675271, -76.66174754)",27297,56,41
4010J001 082207,4010J,001,2200 AISQUITH ST,08/22/2007,East Baltimore Midway,Eastern,12,"(39.3146375, -76.60147243)",27307,73,156
1446 084 061307,1446,084,1808 N REGESTER ST,06/13/2007,Broadway East,Eastern,12,"(39.31115137, -76.59434239)",26956,23,155
5165A021 021419,5165A,021,5217 YORK ROAD,02/14/2019,Woodbourne-McCabe,Northern,4,"(39.35329798, -76.60940635)",14009,234,217
3212 064 032218,3212,064,2002 N PULASKI ST,03/22/2018,Mondawmin,Western,7,"(39.31111793, -76.65162505)",27301,157,39
0758 117 122417,0758,117,1331 GLYNDON AVE,12/24/2017,Washington Village/Pigtown,Southern,10,"(39.28117499, -76.63731408)",27632,250,177
1499 009 102217,1499,009,2016 E HOFFMAN ST,10/22/2017,Broadway East,Eastern,13,"(39.30680955, -76.58956419)",26956,23,148
0061 033 072918,0061,033,1039 N MOUNT ST,07/29/2018,Sandtown-Winchester,Western,9,"(39.30072487, -76.64421047)",27301,221,86
0014 019 011619,0014,019,1636 N FULTON AVE,01/16/2019,Sandtown-Winchester,Western,7,"(39.30745058, -76.64661211)",27301,221,36
7613 040 092217,7613,040,408 SWALE AVE,09/22/2017,Cherry Hill,Southern,10,"(39.24984576, -76.61932885)",27937,47,146
3211 020 121914,3211,020,2038 WALBROOK AVE,12/19/2014,Mondawmin,Western,7,"(39.31095957, -76.65107403)",27301,157,39
0239 037 021417,0239,037,222 FURROW ST,02/14/2017,Carrollton Ridge,Southwestern,9,"(39.28414901, -76.65218216)",27632,36,279
0118 046 071708,0118,046,548 N PAYSON ST,07/17/2008,Midtown-Edmondson,Western,9,"(39.2947465, -76.64927454)",27632,153,87
2100 031 103118,2100,031,2661 WILKENS AVE,10/31/2018,Millhill,Southwestern,9,"(39.27820549, -76.65737621)",27632,154,281
3324 025 091408,3324,025,3635 REISTERSTOWN ROAD,09/14/2008,Park Circle,Northwestern,6,"(39.32991889, -76.66063432)",27295,187,72
0178 012 123008,0178,012,1823 W LEXINGTON ST,12/30/2008,Franklin Square,Western,9,"(39.29030644, -76.64615122)",27632,84,80
1023 076 053019,1023,076,1701 MARSHALL ST,05/30/2019,South Baltimore,Southern,11,"(39.27034291, -76.61201485)",27953,222,173
1121 009 041818,1121,009,1516 HOLBROOK ST,04/18/2018,Oliver,Eastern,12,"(39.30753069, -76.6033918)",13645,180,193
0094 063 102510,0094,063,2022 RAYNER AVE,10/25/2010,Midtown-Edmondson,Western,9,"(39.29703307, -76.65009041)",27301,153,87
7083 037 041719,7083,037,3623 4TH ST,04/17/2019,Brooklyn,Southern,10,"(39.23640272, -76.60553502)",27937,26,142
1181 042 070716,1181,042,611 E CHASE ST,07/07/2016,Johnston Square,Eastern,12,"(39.30253396, -76.6079678)",13645,124,104
2153 003 122117,2153,003,5 N WHEELER AVE,12/21/2017,Penrose/Fayette Street Outreach,Western,9,"(39.28825724, -76.6541529)",27632,197,78
0096 031 012710,0096,031,1813 W LANVALE ST,01/27/2010,Harlem Park,Western,9,"(39.29738413, -76.64662852)",27301,106,88
0007 070 102317,0007,070,1719 N PAYSON ST,10/23/2017,Easterwood,Western,7,"(39.3082554, -76.64953688)",27301,74,25
8102A007 073018,8102A,007,4716 FREDERICK AVE,07/30/2018,Tremont,Southwestern,8,"(39.28168957, -76.69368923)",27950,233,288
0150 016 042318,0150,016,1601 W MULBERRY ST,04/23/2018,Franklin Square,Western,9,"(39.29295986, -76.64289144)",27632,84,10
3206 013 110118,3206,013,2026 W NORTH AVE,11/01/2018,Mondawmin,Western,7,"(39.30992417, -76.65083442)",27301,157,39
0388 007 122718,0388,007,1816 N CHARLES ST,12/27/2018,Charles North,Central,12,"(39.3104217, -76.61677233)",13642,44,158
1486 041 063016,1486,041,2518 E OLIVER ST,06/30/2016,Berea,Eastern,13,"(39.30820454, -76.58210913)",26956,15,152
0121 004 111907,0121,004,518 N MOUNT ST,11/19/2007,Harlem Park,Western,9,"(39.29437947, -76.64437243)",27632,106,88
2744 001 083017,2744,001,4100 NORFOLK AVE,08/30/2017,West Forest Park,Northwestern,6,"(39.32377105, -76.68688839)",27297,253,50
0767 004 092517,0767,004,1326 WASHINGTON BLVD,09/25/2017,Washington Village/Pigtown,Southern,10,"(39.28042969, -76.63599978)",27953,250,177
1127 068 120706,1127,068,1610 E OLIVER ST,12/07/2006,Oliver,Eastern,12,"(39.30760678, -76.59610654)",26956,180,154
0107 031 051708,0107,031,1935 HARLEM AVE,05/17/2008,Midtown-Edmondson,Western,9,"(39.29612999, -76.64861546)",27301,153,87
1121 031 040710,1121,031,1541 ENSOR ST,04/07/2010,Oliver,Eastern,12,"(39.30792491, -76.6036889)",13645,180,193
4171 162 110106,4171,162,1937 N COLLINGTON AVE,11/01/2006,South Clifton Park,Eastern,12,"(39.31351075, -76.58732287)",26956,226,155
0061 038 122017,0061,038,1029 N MOUNT ST,12/20/2017,Sandtown-Winchester,Western,9,"(39.30054767, -76.6441948)",27301,221,86
0411 059 041818,0411,059,726 DOLPHIN ST,04/18/2018,Upton,Central,11,"(39.29780062, -76.63236166)",27301,242,90
4604A037 031819,4604A,037,4954 EDGEMERE AVE,03/18/2019,Central Park Heights,Northwestern,6,"(39.34491919, -76.67482897)",27295,43,239
0247 039 030117,0247,039,120 S CALHOUN ST,03/01/2017,Union Square,Southern,9,"(39.28576383, -76.63968742)",27632,236,9
4041A035 123015,4041A,035,617 GUTMAN AVE,12/30/2015,East Baltimore Midway,Eastern,12,"(39.3173736, -76.60718976)",27307,73,157
1473 053 012717,1473,053,1617 N BRADFORD ST,01/27/2017,Broadway East,Eastern,13,"(39.3095279, -76.58489331)",26956,23,148
4511 010 091618,4511,010,5328 BEAUFORT AVE,09/16/2018,Arlington,Northwestern,5,"(39.34895159, -76.68275)",27295,5,244
1737 051 091518,1737,051,29 S WASHINGTON ST,09/15/2018,Butcher's Hill,Southeastern,13,"(39.29107369, -76.58882717)",27954,27,113
0162 103 010819,0162,103,240 N MONROE ST,01/08/2019,Penrose/Fayette Street Outreach,Western,9,"(39.29164854, -76.64738344)",27632,197,80
3312A006 040109,3312A,006,4110 PARK HEIGHTS AVE,04/01/2009,Central Park Heights,Northwestern,6,"(39.33605485, -76.66410165)",27295,43,70
3849 025 062819,3849,025,2843 SAINT PAUL ST,06/28/2019,Charles Village,Northern,12,"(39.32315085, -76.61539539)",27307,277,32
0697 043 030107,0697,043,2111 CHRISTIAN ST,03/01/2007,Carrollton Ridge,Southwestern,9,"(39.2814606, -76.64998933)",27632,36,279
3347C060 091313,3347C,060,2659 LOYOLA SOUTHWAY,09/13/2013,Greenspring,Northern,6,"(39.33653153, -76.66262773)",27295,96,70
3059B012 040519,3059B,012,2528 N ELLAMONT ST,04/05/2019,Hanlon-Longwood,Northwestern,7,"(39.31621238, -76.67169803)",27297,103,46
4179S005 091718,4179S,005,3709 RAVENWOOD AVE,09/17/2018,Belair-Edison,Notheastern,13,"(39.31517212, -76.56628301)",26956,275,196
3228A039 033006,3228A,039,2842 WOODBROOK AVE,03/30/2006,Parkview/Woodbrook,Western,7,"(39.31442001, -76.64649557)",27301,190,19
3815 060 063017,3815,060,426 E 22ND ST,06/30/2017,Barclay,Eastern,12,"(39.31478459, -76.61032439)",27307,10,11
0075 013 081712,0075,013,923 N GILMOR ST,08/17/2012,Sandtown-Winchester,Western,9,"(39.29982504, -76.6427254)",27301,221,86
2733 005 020218,2733,005,4009 LIBERTY HEIGHTS AVE,02/02/2018,Central Forest Park,Northwestern,6,"(39.32813912, -76.68635863)",13995,41,64
0263 015 011719,0263,015,205 S GILMOR ST,01/17/2019,New Southwest/Mount Clare,Southern,9,"(39.28519034, -76.64192651)",27632,159,9
5809 016 060319,5809,016,4911 ARABIA AVE,06/03/2019,Waltherson,Notheastern,3,"(39.34541551, -76.5636647)",27291,248,216
0032 034 012219,0032,034,1333 N FULTON AVE,01/22/2019,Sandtown-Winchester,Western,7,"(39.30391878, -76.64577212)",27301,221,36
1471 019A 061719,1471,019A,1630 N PATTERSON PARK AVE,06/17/2019,Broadway East,Eastern,13,"(39.30958411, -76.58655832)",26956,23,148
3935 016 101918,3935,016,2703 THE ALAMEDA,10/19/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32182221, -76.59088758)",27307,54,189
5929 041 100516,5929,041,4300 SHAMROCK AVE,10/05/2016,Belair-Edison,Notheastern,2,"(39.32706115, -76.56350633)",13991,275,203
3327A020 020515,3327A,020,3643 PARK HEIGHTS AVE,02/05/2015,Park Circle,Northwestern,6,"(39.33047397, -76.65918975)",27295,187,72
3345 006 053107,3345,006,2610 SHIRLEY AVE,05/31/2007,Greenspring,Northern,6,"(39.3351835, -76.66174677)",27295,96,71
0082 060 031109,0082,060,809 N BRICE ST,03/11/2009,Midtown-Edmondson,Western,9,"(39.29796519, -76.6497493)",27301,153,87
0004 029 082406,0004,029,1713 W NORTH AVE,08/24/2006,Sandtown-Winchester,Western,7,"(39.30969242, -76.64542204)",27301,221,22
1627 063 021019,1627,063,2710 E MONUMENT ST,02/10/2019,Madison-Eastend,Eastern,13,"(39.2991597, -76.57905861)",13987,145,125
2170B074 042219,2170B,074,2567 W FAIRMOUNT AVE,04/22/2019,Shipley Hill,Southwestern,9,"(39.28809508, -76.65825456)",27632,225,78
4178J003 112617,4178J,003,3405 LYNDALE AVE,11/26/2017,Four By Four,Notheastern,13,"(39.31630554, -76.57561925)",26956,276,194
1657 083 091416,1657,083,515 N GLOVER ST,09/14/2016,McElderry Park,Southeastern,13,"(39.29737587, -76.57989127)",13987,141,125
7135 006A 092410,7135,006A,4112 6TH ST,09/24/2010,Brooklyn,Southern,10,"(39.23004846, -76.60280015)",27937,26,142
7841 070 060218,7841,070,1903 GRINNALDS AVE,06/02/2018,Morrell Park,Southwestern,10,"(39.26724442, -76.6509569)",27953,162,164
0115 089 021302,0115,089,1010 BRANTLEY AVE,02/13/2002,Harlem Park,Western,9,"(39.29637176, -76.63461745)",27301,106,53
3212 034 102116,3212,034,2021 N SMALLWOOD ST,10/21/2016,Mondawmin,Western,7,"(39.31151648, -76.65257437)",27301,157,39
0159 014 122016,0159,014,2227 PENROSE AVE,12/20/2016,Penrose/Fayette Street Outreach,Western,9,"(39.29090943, -76.65243148)",27632,197,80
4011B019 092217,4011B,019,2014 ROBB ST,09/22/2017,East Baltimore Midway,Eastern,12,"(39.31343097, -76.60344203)",27307,73,157
2402 008 032406,2402,008,2771 W NORTH AVE,03/24/2006,Coppin Heights/Ash-Co-East,Western,7,"(39.30892148, -76.6632959)",27297,56,41
3350D033 042518,3350D,033,2922 OAKFORD AVE,04/25/2018,Parklane,Northern,6,"(39.34155609, -76.66370148)",27295,188,237
3305A024 101612,3305A,024,4305 REISTERSTOWN ROAD,10/16/2012,Central Park Heights,Northwestern,6,"(39.33733536, -76.66635241)",27295,43,70
3414 035 060507,3414,035,1390 W NORTH AVE,06/05/2007,Penn North,Western,7,"(39.31037972, -76.64091065)",27301,195,18
1494 022 051718,1494,022,1707 E OLIVER ST,05/17/2018,Broadway East,Eastern,12,"(39.30730239, -76.59415505)",26956,23,154
0148 054 112617,0148,054,1831 W MULBERRY ST,11/26/2017,Franklin Square,Western,9,"(39.29274623, -76.64659884)",27632,84,80
4607 073 121516,4607,073,3619 LUCILLE AVE,12/15/2016,Central Park Heights,Northwestern,6,"(39.34192834, -76.67431073)",27295,43,239
0303 043 032814,0303,043,2206 DRUID HILL AVE,03/28/2014,Druid Heights,Central,7,"(39.30909474, -76.63769025)",27301,66,98
0118 029 060409,0118,029,2035 EDMONDSON AVE,06/04/2009,Midtown-Edmondson,Western,9,"(39.29485967, -76.65009956)",27632,153,87
0265 047 071118,0265,047,1330 MCHENRY ST,07/11/2018,New Southwest/Mount Clare,Southern,9,"(39.28468154, -76.638763)",27632,159,9
0196 045 050214,0196,045,1502 W BALTIMORE ST,05/02/2014,Franklin Square,Western,9,"(39.2886107, -76.64118239)",27632,84,10
2123B007 122904,2123B,007,3033 FREDERICK AVE,12/29/2004,Gwynns Falls,Southwestern,10,"(39.27996367, -76.66759461)",27632,100,282
2177 026 050619,2177,026,2510 FREDERICK AVE,05/06/2019,Shipley Hill,Southwestern,9,"(39.28341681, -76.65634874)",27632,225,78
0017 045 112713,0017,045,1528 BAKER ST,11/27/2013,Sandtown-Winchester,Western,7,"(39.30693424, -76.64310696)",27301,221,36
1132 033 111011,1132,033,1435 HOLBROOK ST,11/10/2011,Oliver,Eastern,12,"(39.30703081, -76.60289934)",13645,180,193
1529 012 071218,1529,012,1222 N GAY ST,07/12/2018,Broadway East,Eastern,12,"(39.30468445, -76.59371049)",26956,23,100
4536A115 033108,4536A,115,5328 MAPLE AVE,03/31/2008,Pimlico Good Neighbors,Northwestern,5,"(39.35163916, -76.67819799)",27295,200,247
2350 046 033119,2350,046,2323 CALVERTON HEIGHTS AVE,03/31/2019,Evergreen Lawn,Western,9,"(39.29750524, -76.65451076)",27297,81,85
0289 033 081816,0289,033,417 S SMALLWOOD ST,08/18/2016,Carrollton Ridge,Southwestern,9,"(39.28253848, -76.65089261)",27632,36,279
0767 078 050619,0767,078,1300 SARGEANT ST,05/06/2019,Washington Village/Pigtown,Southern,10,"(39.28088256, -76.63628151)",27632,250,177
0720 038 120711,0720,038,1809 EAGLE ST,12/07/2011,Carrollton Ridge,Southern,9,"(39.28086474, -76.64531631)",27632,36,9
3936 068 111618,3936,068,1701 E 28TH ST,11/16/2018,Coldstream Homestead Montebello,Notheastern,14,"(39.32365506, -76.59141208)",27307,54,189
4507 032 013017,4507,032,4127 W ROGERS AVE,01/30/2017,Woodmere,Northwestern,5,"(39.34662389, -76.69087434)",27295,263,59
4062 017 121115,4062,017,506 E 26TH ST,12/11/2015,Better Waverly,Northern,14,"(39.3191846, -76.60881149)",27307,16,179
1458 058 112417,1458,058,1910 E LANVALE ST,11/24/2017,Broadway East,Eastern,12,"(39.309919, -76.59119596)",26956,23,154
2475E035 050211,2475E,035,3034 HARLEM AVE,05/02/2011,Franklintown Road,Southwestern,9,"(39.29597963, -76.66784524)",27297,86,83
7229 038 041019,7229,038,4103 MORRISON CT,04/10/2019,Curtis Bay,Southern,10,"(39.22823653, -76.58790226)",27939,61,37
1158 066 112217,1158,066,1004 E BIDDLE ST,11/22/2017,Oliver,Eastern,12,"(39.30413396, -76.60333976)",13645,180,107
3815 043 020507,3815,043,2206 GREENMOUNT AVE,02/05/2007,Barclay,Eastern,12,"(39.3149879, -76.60975248)",27307,10,11
4128 001C 040116,4128,001C,1708 CARSWELL ST,04/01/2016,Coldstream Homestead Montebello,Notheastern,14,"(39.3214853, -76.59324572)",27307,54,189
0118 101 051107,0118,101,518 N BRICE ST,05/11/2007,Midtown-Edmondson,Western,9,"(39.29435629, -76.64990535)",27632,153,87
2388 033 020106,2388,033,1125 POPLAR GROVE ST,02/01/2006,Winchester,Southwestern,9,"(39.30091286, -76.66497379)",27297,247,48
7183 025 051614,7183,025,1631 CEDDOX ST,05/16/2014,Curtis Bay,Southern,10,"(39.22100801, -76.58705747)",27939,61,37
0294 044 011014,0294,044,1727 N CAREY ST,01/10/2014,Penn North,Western,7,"(39.30935324, -76.64306071)",27301,195,22
1521 038 021017,1521,038,2527 E HOFFMAN ST,02/10/2017,Berea,Eastern,13,"(39.30672719, -76.58191639)",26956,15,152
1101 023 101417,1101,023,1503 E NORTH AVE,10/14/2017,Oliver,Eastern,12,"(39.31167268, -76.59820267)",26956,180,155
1498 009 031212,1498,009,1428 N CHESTER ST,03/12/2012,Broadway East,Eastern,13,"(39.30753419, -76.58864034)",26956,23,148
4005 060 121907,4005,060,1923 KENNEDY AVE,12/19/2007,East Baltimore Midway,Eastern,12,"(39.31258038, -76.60395658)",27307,73,156
3265B012 051318,3265B,012,2412 REISTERSTOWN ROAD,05/13/2018,Mondawmin,Western,7,"(39.31585213, -76.6499325)",27301,157,39
2219 046 071916,2219,046,2867 W MULBERRY ST,07/19/2016,Penrose/Fayette Street Outreach,Southwestern,9,"(39.29245132, -76.66428279)",27632,197,77
7203 030 120717,7203,030,1608 ELMTREE ST,12/07/2017,Curtis Bay,Southern,10,"(39.22476437, -76.58774965)",27939,61,37
1271 020 022719,1271,020,1053 HILLEN ST,02/27/2019,Oldtown,Eastern,12,"(39.2964989, -76.60562841)",13645,179,108
0563 005 011118,0563,005,409 N HOWARD ST,01/11/2018,Downtown,Central,11,"(39.29427462, -76.61930894)",13642,65,5
0280 018 050903,0280,018,334 S CALHOUN ST,05/09/2003,New Southwest/Mount Clare,Southern,9,"(39.2837765, -76.63952153)",27632,159,9
0207 013 112107,0207,013,1940 HOLLINS ST,11/21/2007,Boyd-Booth,Southwestern,9,"(39.28729501, -76.6480643)",27632,4,79
2145B043 090111,2145B,043,2500 ASHTON ST,09/01/2011,Millhill,Southwestern,9,"(39.28074168, -76.65551818)",27632,154,279
0129 086 120816,0129,086,947 BENNETT PL,12/08/2016,Harlem Park,Western,9,"(39.29479472, -76.63347135)",27632,106,53
2489 043 041415,2489,043,603 N LOUDON AVE,04/14/2015,Edmondson Village,Southwestern,8,"(39.29430794, -76.68234809)",27950,76,278
0082 010 073107,0082,010,2022 W LANVALE ST,07/31/2007,Midtown-Edmondson,Western,9,"(39.29766587, -76.65001614)",27301,153,87
2452 030 042818,2452,030,3009 BRIGHTON ST,04/28/2018,Rosemont,Southwestern,9,"(39.30499504, -76.66764107)",27297,216,81
0096 087 071018,0096,087,1826 RAYNER AVE,07/10/2018,Harlem Park,Western,9,"(39.29714341, -76.64704072)",27301,106,88
4596 021 092017,4596,021,4007 W GARRISON AVE,09/20/2017,Langston Hughes,Northwestern,6,"(39.34264118, -76.68099244)",27295,135,240
1131 002 061011,1131,002,1002 E HOFFMAN ST,06/10/2011,Oliver,Eastern,12,"(39.30625106, -76.60362674)",13645,180,193
2304 017 071018,2304,017,1818 N BENTALOU ST,07/10/2018,Coppin Heights/Ash-Co-East,Western,7,"(39.30903116, -76.65437015)",27297,56,29
1484 029 102011,1484,029,2313 E FEDERAL ST,10/20/2011,Broadway East,Eastern,13,"(39.30864513, -76.58492255)",26956,23,148
0273 097 011212,0273,097,2003 WILHELM ST,01/12/2012,Carrollton Ridge,Southern,9,"(39.28345657, -76.64884985)",27632,36,279
2475E010 092012,2475E,010,3019 RAYNER AVE,09/20/2012,Franklintown Road,Southwestern,9,"(39.29626563, -76.66742759)",27297,86,83
3252 047 070319,3252,047,2302 ANOKA AVE,07/03/2019,Liberty Square,Northwestern,7,"(39.32170807, -76.65588524)",27295,129,40
4579 004 082316,4579,004,5006 ELMER AVE,08/23/2016,Central Park Heights,Northwestern,6,"(39.34598407, -76.67726174)",27295,43,240
0360 015 112107,0360,015,1541 ARGYLE AVE,11/21/2007,Upton,Central,11,"(39.30222488, -76.63443641)",27301,242,101
3969M122 110416,3969M,122,1638 NORTHGATE ROAD,11/04/2016,Hillen,Notheastern,3,"(39.34521306, -76.58775914)",27307,111,212
1655 003 061717,1655,003,2404 JEFFERSON ST,06/17/2017,McElderry Park,Southeastern,13,"(39.29683737, -76.58336421)",13987,141,125
0856A069 091611,0856A,069,627 ARCHER ST,09/16/2011,Washington Village/Pigtown,Southern,10,"(39.28155053, -76.62988253)",27953,250,168
4114F008 082516,4114F,008,2525 GARRETT AVE,08/25/2016,Coldstream Homestead Montebello,Notheastern,14,"(39.31889826, -76.59841316)",27307,54,159
5985 028 101615,5985,028,4313 FRANKFORD AVE,10/16/2015,Frankford,Notheastern,2,"(39.33615167, -76.55016365)",13991,46,211
1145 016 040618,1145,016,1300 AISQUITH ST,04/06/2018,Oliver,Eastern,12,"(39.30516214, -76.6024666)",13645,180,193
2717A020 032419,2717A,020,4048 W COLD SPRING LANE,03/24/2019,Dorchester,Northwestern,6,"(39.33524346, -76.68650035)",27295,38,65
2443A043 072414,2443A,043,1301 N LONGWOOD ST,07/24/2014,Rosemont,Southwestern,9,"(39.30273194, -76.66694183)",27297,216,83
1572 002 060811,1572,002,2403 E CHASE ST,06/08/2011,Biddle Street,Eastern,13,"(39.30345994, -76.58381063)",13987,19,153
